2022-04-05 02:54:15,382 - payo | https://clips.twitch.tv/LachrymoseCalmShrimpCoolCat-EE5EQgWrfB_TfXV0/edit ~ (inc:15, avg:7.11, diff:2.11)
2022-04-05 03:18:01,185 - imreallyimportant | https://clips.twitch.tv/BoldYummyVelociraptorPicoMause-X9FMnvfQrz5-_2rv/edit ~ (inc:12, avg:4.66, diff:2.58)
2022-04-05 03:19:15,067 - lcs | https://clips.twitch.tv/StrongKitschyPrariedogNononoCat-sbddL3QAhg7YRPV5/edit ~ (inc:12, avg:4.46, diff:2.69)
2022-04-05 03:21:33,827 - primecayes | https://clips.twitch.tv/ResourcefulEmpathicVanillaGOWSkull-z9f_7iUxsQwzlAEd/edit ~ (inc:18, avg:9.06, diff:1.99)
2022-04-05 03:23:49,792 - payo | https://clips.twitch.tv/GrossAuspiciousShieldArsonNoSexy-Qunwc62sj4Iqlflc/edit ~ (inc:12, avg:5.33, diff:2.25)
2022-04-05 03:25:58,211 - imreallyimportant | https://clips.twitch.tv/CogentAbrasiveCasettePMSTwin-KAKm9h18lCMoL6WG/edit ~ (inc:12, avg:3.12, diff:3.84)
2022-04-05 03:27:15,184 - payo | https://clips.twitch.tv/HelpfulSweetSalsifyBatChest-YeeD1VvEm6GHKKNA/edit ~ (inc:19, avg:9.8, diff:1.94)
2022-04-05 03:27:22,516 - imreallyimportant | https://clips.twitch.tv/DignifiedGlutenFreeGaurKappaRoss-vaGcPt_Mt_Hg-bVL/edit ~ (inc:13, avg:6.28, diff:2.07)
2022-04-05 03:28:18,149 - lcs | https://clips.twitch.tv/ExuberantPricklySaladPrimeMe-ZZPLVueyIzC_OEgr/edit ~ (inc:12, avg:5.07, diff:2.37)
2022-04-05 03:29:00,172 - lcs | https://clips.twitch.tv/ProudCrispyTurtleUncleNox-Th_5c-RWYrzoHivi/edit ~ (inc:25, avg:9.25, diff:2.7)
2022-04-05 03:29:06,827 - stardust | https://clips.twitch.tv/BlushingZealousCroissantNononoCat-Os6o_ZdyaRtLKgL8/edit ~ (inc:12, avg:5.26, diff:2.28)
2022-04-05 03:29:28,377 - payo | https://clips.twitch.tv/ObliviousPiercingSaladKeyboardCat-aRjdxve-ttQRDrra/edit ~ (inc:34, avg:16.52, diff:2.06)
2022-04-05 03:32:39,168 - lcs | https://clips.twitch.tv/ClumsyStormyVanillaAliens-IPwDFtU21Ms_-lvj/edit ~ (inc:24, avg:12.07, diff:1.99)
2022-04-05 03:36:32,431 - imreallyimportant | https://clips.twitch.tv/ExquisiteExpensiveLobsterBrokeBack-mswhqviK9e8lJB5v/edit ~ (inc:14, avg:7.13, diff:1.96)
2022-04-05 03:39:11,022 - lcs | https://clips.twitch.tv/KnottyBeautifulClipzOptimizePrime-4FmNi4yFtqcPRo9t/edit ~ (inc:21, avg:10.7, diff:1.96)
2022-04-05 03:42:10,920 - primecayes | https://clips.twitch.tv/LitigiousAmazonianDonutCoolCat-ef032_9_Q4LDR0e_/edit ~ (inc:15, avg:7.78, diff:1.93)
2022-04-05 03:42:54,882 - primecayes | https://clips.twitch.tv/WanderingCleanTruffleJonCarnage-f56aIvGVBOXGgX50/edit ~ (inc:16, avg:8.07, diff:1.98)
2022-04-05 03:43:01,283 - imreallyimportant | https://clips.twitch.tv/SourLovelyPhoneAliens-8WaICgRoRng70YL9/edit ~ (inc:14, avg:3.54, diff:3.96)
2022-04-05 03:47:06,484 - lcs | https://clips.twitch.tv/PoisedCloudyCurryRiPepperonis-bfdg0tRD2zombq6Q/edit ~ (inc:13, avg:6.76, diff:1.92)
2022-04-05 03:48:07,732 - imreallyimportant | https://clips.twitch.tv/PricklyAmazonianBaboonPJSalt-3dtcLHCYGKhaEQgV/edit ~ (inc:14, avg:7.25, diff:1.93)
2022-04-05 03:48:55,221 - imreallyimportant | https://clips.twitch.tv/IgnorantPopularPieSpicyBoy-uc0KXENnuA0keOgG/edit ~ (inc:15, avg:7.87, diff:1.91)
2022-04-05 03:53:31,513 - lcs | https://clips.twitch.tv/ClumsyPrettiestShieldSSSsss-Ql6D1wOLgxG2o9s8/edit ~ (inc:12, avg:4.83, diff:2.49)
2022-04-05 03:53:37,585 - xqcow | https://clips.twitch.tv/ShyBusyMomCorgiDerp-5A74pKhRts70v66X/edit ~ (inc:1101, avg:553.31, diff:1.99)
2022-04-05 03:57:57,958 - lcs | https://clips.twitch.tv/PeacefulDifficultAppleLeeroyJenkins-S7AwTy4EPswEwuql/edit ~ (inc:19, avg:9.78, diff:1.94)
2022-04-05 03:58:05,333 - imreallyimportant | https://clips.twitch.tv/PerfectViscousRatNononoCat-vVa7CgRtJlhp5nvw/edit ~ (inc:13, avg:6.63, diff:1.96)
2022-04-05 03:58:34,349 - primecayes | https://clips.twitch.tv/LuckyFitDragonflyBCouch-e71SQEhSvsRsLOnr/edit ~ (inc:16, avg:8.26, diff:1.94)
2022-04-05 04:01:46,073 - lcs | https://clips.twitch.tv/ConcernedEphemeralAlbatrossItsBoshyTime-LgVo1CRuVyxbkCVL/edit ~ (inc:24, avg:11.82, diff:2.03)
2022-04-05 04:05:45,097 - lcs | https://clips.twitch.tv/FunnyGoodBaguetteKappaClaus-fvBsdw3ESpD7Z6U4/edit ~ (inc:24, avg:12.58, diff:1.91)
2022-04-05 04:06:04,568 - imreallyimportant | https://clips.twitch.tv/CloudyPatientZucchiniDogFace-782C85FaG3vff2qe/edit ~ (inc:13, avg:4.32, diff:3.01)
2022-04-05 04:06:32,836 - lcs | https://clips.twitch.tv/BlindingMotionlessPizzaTwitchRaid-nxQBqmdt8-R9bS_4/edit ~ (inc:53, avg:20.32, diff:2.61)
2022-04-05 04:09:30,933 - primecayes | https://clips.twitch.tv/ProtectiveStrangeHippoOSfrog-6A7xhXQ0mEPyA7au/edit ~ (inc:14, avg:7.32, diff:1.91)
2022-04-05 04:09:39,213 - imreallyimportant | https://clips.twitch.tv/ResourcefulSnappyYamOpieOP-oOa4iUI_k-jTO-qZ/edit ~ (inc:14, avg:7.36, diff:1.9)
2022-04-05 04:13:38,570 - imreallyimportant | https://clips.twitch.tv/PricklyTransparentAnteaterPermaSmug-JTCQhv-Csocao_7a/edit ~ (inc:13, avg:6.84, diff:1.9)
2022-04-05 04:18:14,064 - imreallyimportant | https://clips.twitch.tv/GlutenFreeSmokyHippoGivePLZ-VLpr17KMZwfuFjPW/edit ~ (inc:12, avg:4.81, diff:2.5)
2022-04-05 04:21:40,733 - imreallyimportant | https://clips.twitch.tv/TawdryThankfulNuggetsPhilosoraptor-FLrDbnFAH4FQPK-x/edit ~ (inc:15, avg:7.88, diff:1.9)
2022-04-05 04:27:24,787 - imreallyimportant | https://clips.twitch.tv/AntsySpineyYakinikuHumbleLife-6xepLxIfwzzelAHv/edit ~ (inc:14, avg:5.32, diff:2.63)
2022-04-05 04:28:06,785 - imreallyimportant | https://clips.twitch.tv/ComfortableInventiveClipsdadOSkomodo-8DapnNKz9GGJqFnD/edit ~ (inc:16, avg:7.64, diff:2.1)
2022-04-05 04:31:31,577 - imreallyimportant | https://clips.twitch.tv/SmilingGiftedPizzaCorgiDerp-teT-eoRS32jggnbu/edit ~ (inc:17, avg:8.93, diff:1.9)
2022-04-05 04:37:17,479 - imreallyimportant | https://clips.twitch.tv/RockyFlaccidDeerThisIsSparta-kHviH0tQt1U_vaSA/edit ~ (inc:13, avg:6.25, diff:2.08)
2022-04-05 04:37:59,670 - imreallyimportant | https://clips.twitch.tv/ThankfulFantasticPangolinRiPepperonis-BQteLKvb5_aeSBsj/edit ~ (inc:22, avg:8.98, diff:2.45)
2022-04-05 04:58:23,863 - imreallyimportant | https://clips.twitch.tv/ToughSpicyDragonflyJebaited-U4ULhanruSp2sl7P/edit ~ (inc:13, avg:5.81, diff:2.24)
2022-04-05 05:35:15,136 - watchmeblink | https://clips.twitch.tv/InnocentEndearingFennelSuperVinlin-VT-emyc8NXffK_8E/edit ~ (inc:21, avg:9.12, diff:2.3)
2022-04-05 05:35:27,734 - wickedsupreme | https://clips.twitch.tv/LuckySpineyNuggetsKAPOW--Y_K75ySRIGRnXM6/edit ~ (inc:12, avg:6.25, diff:1.92)
2022-04-05 05:40:29,581 - gappyv | https://clips.twitch.tv/FrigidSlickLapwingSwiftRage-cSip9Ms0NdkFatE3/edit ~ (inc:17, avg:8.28, diff:2.05)
2022-04-05 05:43:53,031 - wickedsupreme | https://clips.twitch.tv/AlertRudeLocustJKanStyle-SgiNKxHS_rsr6QM6/edit ~ (inc:13, avg:5.39, diff:2.41)
2022-04-05 05:44:44,215 - gappyv | https://clips.twitch.tv/DrabGloriousPistachioNerfBlueBlaster-qs4s3ApVG5JWECIk/edit ~ (inc:35, avg:17.07, diff:2.05)
2022-04-05 05:55:02,404 - gappyv | https://clips.twitch.tv/DignifiedSpeedyMangoMVGame-nylyg67_D4WzBDav/edit ~ (inc:23, avg:10.3, diff:2.23)
2022-04-05 05:57:16,672 - gappyv | https://clips.twitch.tv/ShinyMushyLyrebirdDuDudu-ddHQP3AqzqCl4qfu/edit ~ (inc:38, avg:19.54, diff:1.95)
2022-04-05 05:57:44,894 - wickedsupreme | https://clips.twitch.tv/ShyBigBaconDancingBanana-ODcVhiF7M4ry4dwK/edit ~ (inc:13, avg:4.37, diff:2.97)
2022-04-05 06:11:17,207 - primecayes | https://clips.twitch.tv/PrettyMoldyCheesecakeHumbleLife-90ulOQOH6GuKWNdw/edit ~ (inc:19, avg:9.95, diff:1.91)
2022-04-05 06:11:25,282 - kyootbot | https://clips.twitch.tv/SparklyBlightedAsparagusPermaSmug-B8VIU8zCFAlQ4KHZ/edit ~ (inc:167, avg:80.33, diff:2.08)
2022-04-05 06:11:58,712 - gappyv | https://clips.twitch.tv/ObeseDarkPresidentFunRun-6UTXlFf4Pdo1Sb7n/edit ~ (inc:24, avg:12.55, diff:1.91)
2022-04-05 06:12:14,192 - jonzherka | https://clips.twitch.tv/HardImpossibleOilWOOP-GZ2VsMJNm-l4waJ5/edit ~ (inc:50, avg:25.54, diff:1.96)
2022-04-05 06:21:14,741 - primecayes | https://clips.twitch.tv/CarefulMoralNoodleBCouch-TsOtcYKaTcmG7u49/edit ~ (inc:17, avg:8.4, diff:2.02)
2022-04-05 06:21:38,896 - wickedsupreme | https://clips.twitch.tv/EnergeticAffluentMonkeyBigBrother-ggIJPj5gHcjqcu4z/edit ~ (inc:14, avg:7.08, diff:1.98)
2022-04-05 06:24:54,256 - jonzherka | https://clips.twitch.tv/RespectfulSpoopyPassionfruitRitzMitz-dEoMbdaej7hAX7S4/edit ~ (inc:27, avg:12.47, diff:2.16)
2022-04-05 06:26:26,849 - jonzherka | https://clips.twitch.tv/HappyCloudyNarwhalAsianGlow--7g_WncZOGgaz73i/edit ~ (inc:29, avg:14.18, diff:2.04)
2022-04-05 06:30:27,647 - primecayes | https://clips.twitch.tv/FurtiveTastyGaurUnSane-MWUCcrbwoBuEyLwf/edit ~ (inc:21, avg:10.93, diff:1.92)
2022-04-05 06:38:10,343 - wickedsupreme | https://clips.twitch.tv/SweetOddGoldfishOneHand-JSrrswbYoevLaXMP/edit ~ (inc:12, avg:5.6, diff:2.14)
2022-04-05 06:43:28,509 - kyootbot | https://clips.twitch.tv/PopularTameNuggetsMoreCowbell-OxFIxtwJrGzi1k1I/edit ~ (inc:93, avg:47.13, diff:1.97)
2022-04-05 06:50:44,263 - primecayes | https://clips.twitch.tv/FaintBashfulGorillaArsonNoSexy-pGBt1eeSSi2qLjvJ/edit ~ (inc:19, avg:9.66, diff:1.97)
2022-04-05 06:51:13,781 - jonzherka | https://clips.twitch.tv/CautiousInnocentPuddingTriHard-9BbPe6ef8ULdM0nx/edit ~ (inc:46, avg:21.82, diff:2.11)
2022-04-05 06:52:26,450 - wickedsupreme | [CLIP CREATE FAILED]: The Twitch API returns a server error ~ (inc:14, avg:7.14, diff:1.96)
2022-04-05 06:52:34,011 - gappyv | https://clips.twitch.tv/HyperColorfulRavenDerp-AgpdAwr-EvQUqJER/edit ~ (inc:22, avg:10.07, diff:2.18)
2022-04-05 06:53:28,083 - gappyv | https://clips.twitch.tv/DignifiedImpartialCockroachDoggo-YIWivhiWbJtGcCQi/edit ~ (inc:65, avg:17.91, diff:3.63)
2022-04-05 07:01:27,877 - jonzherka | https://clips.twitch.tv/AmazingHeartlessWebJonCarnage-PcbxbzTiS4fqjGAD/edit ~ (inc:47, avg:23.97, diff:1.96)
2022-04-05 07:02:13,639 - kyootbot | https://clips.twitch.tv/ConfidentCaringHeronArsonNoSexy-b5rlZ8APw9Iw2Ev6/edit ~ (inc:105, avg:55.02, diff:1.91)
2022-04-05 07:05:13,246 - primecayes | https://clips.twitch.tv/ArborealSpeedyTortoisePunchTrees-J7gw54JjIHMuboWY/edit ~ (inc:18, avg:8.99, diff:2.0)
2022-04-05 07:08:29,030 - primecayes | https://clips.twitch.tv/CreativeExcitedJamTheTarFu-81dIVwlvGsj1iHKn/edit ~ (inc:21, avg:10.96, diff:1.92)
2022-04-05 07:08:42,894 - gappyv | https://clips.twitch.tv/RelatedHungryBeanVoHiYo-wgO-0afLUP_QVfxN/edit ~ (inc:34, avg:15.03, diff:2.26)
2022-04-05 07:08:51,131 - kyootbot | https://clips.twitch.tv/SeductiveSlipperyAlfalfaKevinTurtle-Rx37_C_qXdVWkbSS/edit ~ (inc:160, avg:54.88, diff:2.92)
2022-04-05 07:14:03,944 - gappyv | https://clips.twitch.tv/EnthusiasticCourteousWombatMVGame-17vnV9PcbdQuh9yN/edit ~ (inc:24, avg:11.8, diff:2.03)
2022-04-05 07:14:34,873 - primecayes | https://clips.twitch.tv/RamshackleSmilingFloofThunBeast-Y_P08JXH6YwmHKzL/edit ~ (inc:21, avg:10.81, diff:1.94)
2022-04-05 07:15:43,971 - jonzherka | https://clips.twitch.tv/BlueKitschyBeefWOOP-LS8TykHEhxBmp8lq/edit ~ (inc:74, avg:37.95, diff:1.95)
2022-04-05 07:15:50,398 - kyootbot | https://clips.twitch.tv/TacitLivelyCheddarKeepo-jp6GRi2FFXLGjrCn/edit ~ (inc:155, avg:81.42, diff:1.9)
2022-04-05 07:16:04,665 - primecayes | https://clips.twitch.tv/DependableGorgeousLocustPeoplesChamp-NFcGu5i96e3HiLdD/edit ~ (inc:28, avg:13.93, diff:2.01)
2022-04-05 07:24:25,084 - gappyv | https://clips.twitch.tv/AssiduousSuperPancakeFreakinStinkin-eFX-QoIDEP2YptCC/edit ~ (inc:25, avg:13.09, diff:1.91)
2022-04-05 07:30:42,709 - primecayes | https://clips.twitch.tv/SingleKawaiiAniseRedCoat-k64TUnLX1rD58JCr/edit ~ (inc:22, avg:11.33, diff:1.94)
2022-04-05 07:32:23,388 - gappyv | https://clips.twitch.tv/DrabSpikySrirachaPMSTwin-D6D4HEwyBRXE-xEm/edit ~ (inc:26, avg:13.67, diff:1.9)
2022-04-05 07:35:16,187 - jonzherka | https://clips.twitch.tv/EagerTentativeBeaverMcaT-i96z67e_SOpQ_nVw/edit ~ (inc:33, avg:17.17, diff:1.92)
2022-04-05 07:46:25,025 - gappyv | https://clips.twitch.tv/FantasticPowerfulAsteriskAliens-pvgIkH4U-41iuthI/edit ~ (inc:17, avg:8.92, diff:1.91)
2022-04-05 07:48:18,990 - jonzherka | https://clips.twitch.tv/ScrumptiousShortPanDBstyle-g1WjB4zmV9DVu-sd/edit ~ (inc:36, avg:18.24, diff:1.97)
2022-04-05 07:53:36,487 - gappyv | https://clips.twitch.tv/FilthyOddHeronPMSTwin-O0PWwNydsOn6sLdg/edit ~ (inc:12, avg:6.22, diff:1.93)
2022-04-05 07:53:48,936 - jonzherka | https://clips.twitch.tv/AliveBlatantWatercressOSfrog-Xdd0iNyIjfZC3drv/edit ~ (inc:42, avg:20.92, diff:2.01)
2022-04-05 07:54:36,439 - gappyv | https://clips.twitch.tv/InventiveIgnorantArtichokeTooSpicy-ONg9EW7Fz27Bzr15/edit ~ (inc:20, avg:10.51, diff:1.9)
2022-04-05 07:57:32,986 - kyootbot | https://clips.twitch.tv/FunnySplendidOpossumMoreCowbell-bAkyg_Sq82Ycc7wK/edit ~ (inc:78, avg:39.21, diff:1.99)
2022-04-05 08:01:28,120 - primecayes | https://clips.twitch.tv/MuddyPoisedParrotChocolateRain-X_roGUMdrodxspBA/edit ~ (inc:23, avg:11.84, diff:1.94)
2022-04-05 08:04:10,921 - gappyv | https://clips.twitch.tv/SpeedyKathishSalmonUncleNox-PAFuxc8hc3Z6zjav/edit ~ (inc:13, avg:3.67, diff:3.55)
2022-04-05 08:08:53,770 - kyootbot | https://clips.twitch.tv/SaltyMistyDonkeyFunRun-ylAiNfVB4kxD5xs5/edit ~ (inc:77, avg:40.4, diff:1.91)
2022-04-05 08:09:47,839 - kyootbot | https://clips.twitch.tv/AmusedThoughtfulCobblerMingLee-eHqYDIkt2aSgEAEy/edit ~ (inc:159, avg:60.07, diff:2.65)
2022-04-05 08:11:13,571 - kyootbot | https://clips.twitch.tv/WanderingBovineCormorantPraiseIt-56uyJMYhh-Pt-rKL/edit ~ (inc:168, avg:86.66, diff:1.94)
2022-04-05 08:14:13,384 - gappyv | https://clips.twitch.tv/BreakableStylishWitchWoofer-oRMuXKBMZGvBLJhS/edit ~ (inc:12, avg:5.95, diff:2.02)
2022-04-05 08:19:17,594 - jonzherka | https://clips.twitch.tv/AffluentDirtyCheesecakeCclamChamp-cfwYmClFlAp3kZEe/edit ~ (inc:55, avg:27.01, diff:2.04)
2022-04-05 08:19:41,166 - primecayes | https://clips.twitch.tv/PlumpGlamorousCarrotWOOP-5H_BzzAg5I940p_i/edit ~ (inc:15, avg:7.85, diff:1.91)
2022-04-05 08:21:02,068 - gappyv | https://clips.twitch.tv/GracefulEnthusiasticSquidSquadGoals-oN7GB-A1VstAsULZ/edit ~ (inc:12, avg:4.94, diff:2.43)
2022-04-05 08:27:01,814 - jonzherka | https://clips.twitch.tv/ViscousTolerantHippoPanicVis-Q5DOGgaBdwnviWbJ/edit ~ (inc:78, avg:40.93, diff:1.91)
2022-04-05 08:34:43,895 - kyootbot | https://clips.twitch.tv/GloriousGentlePorpoiseKeyboardCat-YibqW5gzUk4xI1hZ/edit ~ (inc:63, avg:26.14, diff:2.41)
2022-04-05 08:35:02,467 - sondsol | https://clips.twitch.tv/CleanEphemeralWheelSpicyBoy-4cE2Gww-ywsxeooi/edit ~ (inc:12, avg:4.52, diff:2.66)
2022-04-05 08:35:10,524 - gappyv | https://clips.twitch.tv/MotionlessHeadstrongStinkbugVoteNay-c9XKsNWvvwxUy1_e/edit ~ (inc:17, avg:7.98, diff:2.13)
2022-04-05 08:35:18,732 - primecayes | https://clips.twitch.tv/BoringAcceptableElkChefFrank-XNf-C5_l8VyCmz-k/edit ~ (inc:19, avg:8.84, diff:2.15)
2022-04-05 08:35:26,397 - xqcow | https://clips.twitch.tv/HappySparklingTrayKeyboardCat-89j7tMJ1Hd1NI-Jl/edit ~ (inc:870, avg:422.77, diff:2.06)
2022-04-05 08:36:01,613 - kyootbot | https://clips.twitch.tv/QuaintAntediluvianAlfalfaPeteZaroll-ExbM3WL3GUCu_0m8/edit ~ (inc:149, avg:61.33, diff:2.43)
2022-04-05 08:36:22,289 - gappyv | https://clips.twitch.tv/PlainSpoopyPanPJSalt-Ami48SgbugUEkLU7/edit ~ (inc:25, avg:11.07, diff:2.26)
2022-04-05 08:36:56,420 - jonzherka | https://clips.twitch.tv/BigHelplessBoarBleedPurple-mPQDA8qL984VOmv6/edit ~ (inc:96, avg:50.45, diff:1.9)
2022-04-05 08:42:57,294 - primecayes | https://clips.twitch.tv/SparklyElatedCheeseFunRun-cAJ1pgONz2q8eUGv/edit ~ (inc:12, avg:5.75, diff:2.09)
2022-04-05 08:43:51,589 - primecayes | https://clips.twitch.tv/GenerousGorgeousPresidentKappaPride-V2HR3Aj88lkWAEaj/edit ~ (inc:23, avg:9.79, diff:2.35)
2022-04-05 08:44:14,676 - sondsol | https://clips.twitch.tv/GeniusBombasticTireWow-GAbSyil5-dd5kpOU/edit ~ (inc:12, avg:5.08, diff:2.36)
2022-04-05 08:55:31,003 - gappyv | https://clips.twitch.tv/SuperDrabSangFUNgineer-5fFxEpRcwLJy9nin/edit ~ (inc:25, avg:12.53, diff:2.0)
2022-04-05 09:02:17,501 - sondsol | https://clips.twitch.tv/IntelligentPoisedLobsterEleGiggle-4oLUAy8W98t6l8p2/edit ~ (inc:12, avg:2.04, diff:5.88)
2022-04-05 09:03:20,338 - jonzherka | https://clips.twitch.tv/HeadstrongPoliteWatermelonPogChamp-VdSA1gUer5MUDpXY/edit ~ (inc:44, avg:23.06, diff:1.91)
2022-04-05 09:06:19,808 - jonzherka | https://clips.twitch.tv/EmpathicLuckyPeppermintPrimeMe-TIXpT4C_mMn_cqIp/edit ~ (inc:75, avg:37.36, diff:2.01)
2022-04-05 09:07:26,108 - kyootbot | https://clips.twitch.tv/MistyDaintyAntelopeWTRuck-ztzIBaLcug2woUiw/edit ~ (inc:84, avg:43.76, diff:1.92)
2022-04-05 09:20:44,612 - xqcow | [CLIP CREATE FAILED]: {'error': 'Not Found', 'status': 404, 'message': 'Clipping is not possible for an offline channel.'} ~ (inc:39, avg:18.94, diff:2.06)
2022-04-05 09:28:59,534 - kyootbot | https://clips.twitch.tv/EnthusiasticRealSandpiperRuleFive-P18sw8sxUdbLRveF/edit ~ (inc:110, avg:49.58, diff:2.22)
2022-04-05 09:29:53,778 - kyootbot | https://clips.twitch.tv/CulturedBoxyOpossumGrammarKing-eafWKWFkmmqYUC8c/edit ~ (inc:179, avg:90.38, diff:1.98)
2022-04-05 09:41:22,400 - gappyv | https://clips.twitch.tv/PlumpTameReubenTinyFace-2H6WyigXszRDkh1C/edit ~ (inc:13, avg:6.16, diff:2.11)
2022-04-05 09:44:00,253 - gappyv | https://clips.twitch.tv/SourHealthyWoodpeckerStinkyCheese-fTNoALspX_a17y64/edit ~ (inc:15, avg:7.27, diff:2.06)
2022-04-05 09:53:11,065 - gappyv | https://clips.twitch.tv/BelovedObeseGorillaWTRuck-0ExNlK2ayLI79srs/edit ~ (inc:16, avg:7.99, diff:2.0)
2022-04-05 09:59:42,789 - gappyv | https://clips.twitch.tv/HeartlessPlumpApeSaltBae-AMACbDTiV_Ci-hTG/edit ~ (inc:13, avg:6.05, diff:2.15)
2022-04-05 10:00:37,150 - gappyv | https://clips.twitch.tv/DeafFineYakinikuHassanChop-sikyQqlVM8_lIBao/edit ~ (inc:28, avg:8.62, diff:3.25)
2022-04-05 10:09:50,587 - gappyv | https://clips.twitch.tv/ObliviousOutstandingChimpanzeeTakeNRG-4tz0eT1fzJIbrznP/edit ~ (inc:16, avg:8.35, diff:1.92)
2022-04-05 10:20:57,205 - gappyv | https://clips.twitch.tv/SteamyGorgeousPlumOSsloth-tXs9ktcNFJufaEZ2/edit ~ (inc:20, avg:10.17, diff:1.97)
2022-04-05 10:26:27,110 - xqcow | [CLIP CREATE FAILED]: {'error': 'Not Found', 'status': 404, 'message': 'Clipping is not possible for an offline channel.'} ~ (inc:26, avg:13.65, diff:1.91)
2022-04-05 10:43:31,519 - gappyv | https://clips.twitch.tv/IncredulousFitChinchillaEleGiggle-yrSWzbgM2ekdtBIp/edit ~ (inc:18, avg:7.99, diff:2.25)
2022-04-05 10:48:35,835 - kyootbot | https://clips.twitch.tv/AltruisticSoftGrasshopper4Head-e8Zu3Njq_exAmXq4/edit ~ (inc:91, avg:46.34, diff:1.96)
2022-04-05 10:48:47,075 - gappyv | https://clips.twitch.tv/ArborealFitZucchiniEagleEye-z0j3NW7V3lhaEbPk/edit ~ (inc:28, avg:13.55, diff:2.07)
2022-04-05 10:51:32,328 - gappyv | https://clips.twitch.tv/BlightedCogentCheesecakeSquadGoals-tmmIrFLX54n9DSxu/edit ~ (inc:37, avg:19.07, diff:1.94)
2022-04-05 11:02:53,906 - gappyv | https://clips.twitch.tv/SpikyCalmPartridgeYouWHY--yWyDlJV9wBqyIs2/edit ~ (inc:17, avg:8.66, diff:1.96)
2022-04-05 11:08:33,607 - gappyv | https://clips.twitch.tv/ZealousFurryDiamondUWot-HiG_j6PQGnk9go-8/edit ~ (inc:17, avg:8.04, diff:2.11)
2022-04-05 11:09:50,534 - xqcow | [CLIP CREATE FAILED]: {'error': 'Not Found', 'status': 404, 'message': 'Clipping is not possible for an offline channel.'} ~ (inc:35, avg:17.14, diff:2.04)
2022-04-05 11:39:21,430 - pokelawls | https://clips.twitch.tv/CourageousBashfulClipzTebowing-x1KHwsRk9hvZvNFi/edit ~ (inc:284, avg:143.95, diff:1.97)
2022-04-05 11:46:04,225 - heem | [CLIP CREATE FAILED]: {'error': 'Forbidden', 'status': 403, 'message': 'User does not have permissions to Clip on this channel.'} ~ (inc:12, avg:2.95, diff:4.07)
2022-04-05 11:54:53,571 - pokelawls | https://clips.twitch.tv/NaiveDifficultMangetoutWoofer-9TK0laD91-kUvj8N/edit ~ (inc:174, avg:91.33, diff:1.91)
2022-04-05 11:55:31,604 - pokelawls | https://clips.twitch.tv/ColorfulTangibleTarsierRedCoat-m9rNw_30SLj0NGwA/edit ~ (inc:271, avg:133.78, diff:2.03)
2022-04-05 12:01:13,293 - heem | [CLIP CREATE FAILED]: {'error': 'Forbidden', 'status': 403, 'message': 'User does not have permissions to Clip on this channel.'} ~ (inc:12, avg:4.56, diff:2.63)
2022-04-05 12:02:39,994 - graycen | https://clips.twitch.tv/ChillyHumbleGoshawkOSkomodo-p9mS230ilqz4SBHn/edit ~ (inc:13, avg:3.69, diff:3.53)
2022-04-05 12:04:27,592 - graycen | https://clips.twitch.tv/ShortQuaintFennelFunRun-dvD4ufVqtRgZc0cj/edit ~ (inc:15, avg:7.68, diff:1.95)
